Iteration P0_1 P0_2 P0_3 P0_4 P0_5 P0_6 P0_7 P0_8 P0_9 P0_10 P0_11 P0_12 P0_13 P0_14 P0_15 P0_16 P0_17 P0_18 P0_19 P0_20 P0_21 
251 2.696967 1.061179 2.626973 0.600356 1.163901 1.742603 1.507084 0.689440 0.111380 1.593098 0.671653 1.555980 0.381800 0.203859 1.628974 0.350310 0.770127 0.819417 -0.030860 0.152979 1.226988 
252 2.696978 1.061192 2.626986 0.600368 1.163914 1.742616 1.507091 0.689447 0.111387 1.593101 0.671660 1.555988 0.381807 0.203862 1.628978 0.350317 0.770134 0.819424 -0.030857 0.152982 1.226991 
253 2.696989 1.061204 2.627000 0.600379 1.163927 1.742628 1.507097 0.689454 0.111393 1.593104 0.671667 1.555996 0.381814 0.203865 1.628981 0.350323 0.770141 0.819430 -0.030854 0.152986 1.226994 
254 2.696999 1.061215 2.627013 0.600391 1.163940 1.742641 1.507103 0.689461 0.111399 1.593107 0.671674 1.556004 0.381821 0.203868 1.628985 0.350329 0.770148 0.819437 -0.030851 0.152989 1.226997 
255 2.697009 1.061227 2.627026 0.600402 1.163953 1.742653 1.507108 0.689467 0.111405 1.593109 0.671681 1.556011 0.381828 0.203871 1.628988 0.350335 0.770155 0.819443 -0.030849 0.152992 1.227000 
256 2.697019 1.061238 2.627038 0.600413 1.163965 1.742665 1.507114 0.689474 0.111411 1.593112 0.671687 1.556019 0.381835 0.203874 1.628991 0.350341 0.770161 0.819449 -0.030846 0.152995 1.227003 
257 2.697029 1.061249 2.627050 0.600423 1.163977 1.742676 1.507119 0.689480 0.111417 1.593115 0.671693 1.556026 0.381841 0.203877 1.628994 0.350346 0.770168 0.819455 -0.030843 0.152998 1.227005 
258 2.697038 1.061259 2.627062 0.600433 1.163988 1.742688 1.507125 0.689486 0.111422 1.593117 0.671699 1.556033 0.381848 0.203880 1.628998 0.350352 0.770174 0.819461 -0.030841 0.153001 1.227008 
259 2.697047 1.061269 2.627073 0.600443 1.164000 1.742699 1.507130 0.689492 0.111428 1.593119 0.671705 1.556040 0.381854 0.203882 1.629001 0.350357 0.770180 0.819467 -0.030838 0.153004 1.227011 
260 2.697056 1.061279 2.627085 0.600453 1.164011 1.742709 1.507135 0.689498 0.111433 1.593122 0.671711 1.556046 0.381860 0.203885 1.629003 0.350363 0.770186 0.819472 -0.030836 0.153006 1.227013 
261 2.697065 1.061289 2.627096 0.600463 1.164021 1.742720 1.507140 0.689503 0.111438 1.593124 0.671717 1.556053 0.381866 0.203888 1.629006 0.350368 0.770192 0.819477 -0.030833 0.153009 1.227016 
262 2.697074 1.061299 2.627106 0.600472 1.164032 1.742730 1.507145 0.689509 0.111443 1.593126 0.671722 1.556059 0.381872 0.203890 1.629009 0.350373 0.770198 0.819483 -0.030831 0.153012 1.227018 
263 2.697082 1.061308 2.627117 0.600481 1.164042 1.742740 1.507149 0.689514 0.111448 1.593128 0.671728 1.556065 0.381877 0.203893 1.629012 0.350378 0.770203 0.819488 -0.030829 0.153014 1.227021 
264 2.697090 1.061317 2.627127 0.600490 1.164052 1.742750 1.507154 0.689519 0.111453 1.593131 0.671733 1.556071 0.381883 0.203895 1.629015 0.350382 0.770209 0.819493 -0.030827 0.153017 1.227023 
265 2.697098 1.061326 2.627137 0.600499 1.164062 1.742759 1.507158 0.689525 0.111457 1.593133 0.671738 1.556077 0.381888 0.203897 1.629017 0.350387 0.770214 0.819498 -0.030824 0.153019 1.227025 
266 2.697106 1.061335 2.627147 0.600507 1.164072 1.742768 1.507163 0.689529 0.111462 1.593135 0.671743 1.556083 0.381893 0.203900 1.629020 0.350392 0.770219 0.819503 -0.030822 0.153022 1.227027 
267 2.697113 1.061343 2.627156 0.600516 1.164081 1.742777 1.507167 0.689534 0.111467 1.593137 0.671748 1.556088 0.381898 0.203902 1.629022 0.350396 0.770224 0.819507 -0.030820 0.153024 1.227030 
268 2.697121 1.061352 2.627165 0.600524 1.164090 1.742786 1.507171 0.689539 0.111471 1.593139 0.671753 1.556094 0.381903 0.203904 1.629025 0.350400 0.770229 0.819512 -0.030818 0.153026 1.227032 
269 2.697128 1.061360 2.627175 0.600531 1.164099 1.742795 1.507175 0.689544 0.111475 1.593140 0.671758 1.556099 0.381908 0.203906 1.629027 0.350405 0.770234 0.819516 -0.030816 0.153028 1.227034 
270 2.697135 1.061367 2.627183 0.600539 1.164107 1.742803 1.507179 0.689548 0.111479 1.593142 0.671762 1.556104 0.381913 0.203908 1.629029 0.350409 0.770239 0.819521 -0.030814 0.153031 1.227036 
271 2.697142 1.061375 2.627192 0.600547 1.164116 1.742811 1.507183 0.689553 0.111483 1.593144 0.671766 1.556109 0.381917 0.203910 1.629031 0.350413 0.770243 0.819525 -0.030812 0.153033 1.227038 
272 2.697148 1.061383 2.627200 0.600554 1.164124 1.742819 1.507187 0.689557 0.111487 1.593146 0.671771 1.556114 0.381922 0.203912 1.629034 0.350417 0.770248 0.819529 -0.030811 0.153035 1.227040 
273 2.697155 1.061390 2.627208 0.600561 1.164132 1.742827 1.507191 0.689561 0.111491 1.593147 0.671775 1.556119 0.381926 0.203914 1.629036 0.350420 0.770252 0.819533 -0.030809 0.153037 1.227042 
274 2.697161 1.061397 2.627216 0.600568 1.164140 1.742835 1.507194 0.689565 0.111495 1.593149 0.671779 1.556124 0.381931 0.203916 1.629038 0.350424 0.770256 0.819537 -0.030807 0.153039 1.227043 
275 2.697167 1.061404 2.627224 0.600575 1.164148 1.742842 1.507198 0.689569 0.111498 1.593151 0.671783 1.556129 0.381935 0.203918 1.629040 0.350428 0.770260 0.819541 -0.030805 0.153041 1.227045 
276 2.697173 1.061411 2.627232 0.600581 1.164155 1.742849 1.507201 0.689573 0.111502 1.593152 0.671787 1.556133 0.381939 0.203919 1.629042 0.350431 0.770264 0.819544 -0.030804 0.153042 1.227047 
277 2.697179 1.061417 2.627239 0.600588 1.164162 1.742856 1.507204 0.689577 0.111506 1.593154 0.671791 1.556137 0.381943 0.203921 1.629044 0.350435 0.770268 0.819548 -0.030802 0.153044 1.227049 
278 2.697185 1.061424 2.627247 0.600594 1.164169 1.742863 1.507208 0.689581 0.111509 1.593155 0.671795 1.556142 0.381947 0.203923 1.629046 0.350438 0.770272 0.819552 -0.030801 0.153046 1.227050 
279 2.697191 1.061430 2.627254 0.600600 1.164176 1.742870 1.507211 0.689584 0.111512 1.593157 0.671798 1.556146 0.381951 0.203925 1.629048 0.350441 0.770276 0.819555 -0.030799 0.153048 1.227052 
280 2.697196 1.061436 2.627260 0.600606 1.164183 1.742877 1.507214 0.689588 0.111515 1.593158 0.671802 1.556150 0.381954 0.203926 1.629049 0.350445 0.770280 0.819558 -0.030798 0.153049 1.227053 
281 2.697202 1.061442 2.627267 0.600612 1.164190 1.742883 1.507217 0.689591 0.111519 1.593160 0.671805 1.556154 0.381958 0.203928 1.629051 0.350448 0.770283 0.819562 -0.030796 0.153051 1.227055 
282 2.697207 1.061448 2.627274 0.600618 1.164196 1.742889 1.507220 0.689595 0.111522 1.593161 0.671809 1.556158 0.381961 0.203929 1.629053 0.350451 0.770287 0.819565 -0.030795 0.153053 1.227056 
283 2.697212 1.061454 2.627280 0.600624 1.164202 1.742895 1.507223 0.689598 0.111525 1.593162 0.671812 1.556161 0.381965 0.203931 1.629055 0.350454 0.770290 0.819568 -0.030793 0.153054 1.227058 
284 2.697217 1.061459 2.627286 0.600629 1.164209 1.742901 1.507226 0.689601 0.111528 1.593164 0.671815 1.556165 0.381968 0.203932 1.629056 0.350457 0.770293 0.819571 -0.030792 0.153056 1.227059 
285 2.697222 1.061465 2.627293 0.600634 1.164215 1.742907 1.507228 0.689604 0.111531 1.593165 0.671818 1.556169 0.381971 0.203934 1.629058 0.350460 0.770297 0.819574 -0.030791 0.153057 1.227061 
286 2.697226 1.061470 2.627298 0.600639 1.164220 1.742913 1.507231 0.689607 0.111533 1.593166 0.671822 1.556172 0.381975 0.203935 1.629059 0.350462 0.770300 0.819577 -0.030789 0.153059 1.227062 
287 2.697231 1.061475 2.627304 0.600645 1.164226 1.742918 1.507234 0.689610 0.111536 1.593167 0.671825 1.556176 0.381978 0.203936 1.629061 0.350465 0.770303 0.819580 -0.030788 0.153060 1.227063 
288 2.697236 1.061480 2.627310 0.600649 1.164232 1.742924 1.507236 0.689613 0.111539 1.593169 0.671827 1.556179 0.381981 0.203938 1.629062 0.350468 0.770306 0.819583 -0.030787 0.153062 1.227065 
289 2.697240 1.061485 2.627315 0.600654 1.164237 1.742929 1.507239 0.689616 0.111541 1.593170 0.671830 1.556182 0.381984 0.203939 1.629064 0.350470 0.770309 0.819585 -0.030786 0.153063 1.227066 
290 2.697244 1.061490 2.627321 0.600659 1.164242 1.742934 1.507241 0.689619 0.111544 1.593171 0.671833 1.556185 0.381987 0.203940 1.629065 0.350473 0.770312 0.819588 -0.030784 0.153064 1.227067 
291 2.697248 1.061495 2.627326 0.600664 1.164248 1.742939 1.507243 0.689621 0.111546 1.593172 0.671836 1.556188 0.381989 0.203941 1.629067 0.350475 0.770314 0.819591 -0.030783 0.153066 1.227068 
292 2.697253 1.061499 2.627331 0.600668 1.164253 1.742944 1.507246 0.689624 0.111549 1.593173 0.671838 1.556192 0.381992 0.203943 1.629068 0.350478 0.770317 0.819593 -0.030782 0.153067 1.227070 
293 2.697256 1.061504 2.627336 0.600672 1.164257 1.742949 1.507248 0.689627 0.111551 1.593174 0.671841 1.556194 0.381995 0.203944 1.629069 0.350480 0.770320 0.819596 -0.030781 0.153068 1.227071 
294 2.697260 1.061508 2.627341 0.600677 1.164262 1.742953 1.507250 0.689629 0.111553 1.593175 0.671844 1.556197 0.381997 0.203945 1.629070 0.350482 0.770322 0.819598 -0.030780 0.153069 1.227072 
295 2.697264 1.061513 2.627346 0.600681 1.164267 1.742958 1.507252 0.689631 0.111556 1.593176 0.671846 1.556200 0.382000 0.203946 1.629072 0.350484 0.770325 0.819600 -0.030779 0.153070 1.227073 
296 2.697268 1.061517 2.627351 0.600685 1.164272 1.742962 1.507254 0.689634 0.111558 1.593177 0.671848 1.556203 0.382003 0.203947 1.629073 0.350487 0.770327 0.819603 -0.030778 0.153071 1.227074 
297 2.697271 1.061521 2.627355 0.600689 1.164276 1.742967 1.507256 0.689636 0.111560 1.593178 0.671851 1.556206 0.382005 0.203948 1.629074 0.350489 0.770330 0.819605 -0.030777 0.153073 1.227075 
298 2.697275 1.061525 2.627360 0.600693 1.164280 1.742971 1.507258 0.689638 0.111562 1.593179 0.671853 1.556208 0.382007 0.203949 1.629075 0.350491 0.770332 0.819607 -0.030776 0.153074 1.227076 
299 2.697278 1.061529 2.627364 0.600696 1.164285 1.742975 1.507260 0.689641 0.111564 1.593180 0.671855 1.556211 0.382010 0.203950 1.629076 0.350493 0.770334 0.819609 -0.030775 0.153075 1.227077 
300 2.697282 1.061532 2.627368 0.600700 1.164289 1.742979 1.507262 0.689643 0.111566 1.593181 0.671858 1.556213 0.382012 0.203951 1.629077 0.350495 0.770337 0.819611 -0.030774 0.153076 1.227078 
301 2.697285 1.061536 2.627372 0.600704 1.164293 1.742983 1.507264 0.689645 0.111568 1.593182 0.671860 1.556216 0.382014 0.203952 1.629079 0.350497 0.770339 0.819613 -0.030773 0.153077 1.227079 
302 2.697288 1.061540 2.627376 0.600707 1.164297 1.742987 1.507266 0.689647 0.111570 1.593182 0.671862 1.556218 0.382016 0.203953 1.629080 0.350499 0.770341 0.819615 -0.030772 0.153078 1.227080 
303 2.697291 1.061543 2.627380 0.600711 1.164301 1.742990 1.507268 0.689649 0.111572 1.593183 0.671864 1.556220 0.382018 0.203954 1.629081 0.350500 0.770343 0.819617 -0.030772 0.153079 1.227081 
304 2.697294 1.061547 2.627384 0.600714 1.164304 1.742994 1.507269 0.689651 0.111573 1.593184 0.671866 1.556223 0.382020 0.203955 1.629082 0.350502 0.770345 0.819619 -0.030771 0.153080 1.227082 
305 2.697297 1.061550 2.627388 0.600717 1.164308 1.742998 1.507271 0.689653 0.111575 1.593185 0.671868 1.556225 0.382022 0.203956 1.629083 0.350504 0.770347 0.819621 -0.030770 0.153081 1.227082 
306 2.697300 1.061553 2.627391 0.600720 1.164312 1.743001 1.507273 0.689655 0.111577 1.593185 0.671870 1.556227 0.382024 0.203957 1.629084 0.350506 0.770349 0.819623 -0.030769 0.153081 1.227083 
307 2.697303 1.061556 2.627395 0.600723 1.164315 1.743005 1.507274 0.689657 0.111579 1.593186 0.671871 1.556229 0.382026 0.203958 1.629084 0.350507 0.770351 0.819624 -0.030768 0.153082 1.227084 
308 2.697306 1.061559 2.627398 0.600726 1.164318 1.743008 1.507276 0.689658 0.111580 1.593187 0.671873 1.556231 0.382028 0.203958 1.629085 0.350509 0.770353 0.819626 -0.030768 0.153083 1.227085 
309 2.697309 1.061562 2.627402 0.600729 1.164322 1.743011 1.507277 0.689660 0.111582 1.593188 0.671875 1.556233 0.382030 0.203959 1.629086 0.350510 0.770355 0.819628 -0.030767 0.153084 1.227086 
310 2.697311 1.061565 2.627405 0.600732 1.164325 1.743014 1.507279 0.689662 0.111583 1.593188 0.671877 1.556235 0.382032 0.203960 1.629087 0.350512 0.770356 0.819629 -0.030766 0.153085 1.227086 
311 2.697314 1.061568 2.627408 0.600735 1.164328 1.743017 1.507280 0.689663 0.111585 1.593189 0.671878 1.556237 0.382033 0.203961 1.629088 0.350514 0.770358 0.819631 -0.030765 0.153086 1.227087 
312 2.697316 1.061571 2.627411 0.600738 1.164331 1.743020 1.507282 0.689665 0.111586 1.593190 0.671880 1.556239 0.382035 0.203961 1.629089 0.350515 0.770360 0.819633 -0.030765 0.153086 1.227088 
313 2.697319 1.061574 2.627414 0.600741 1.164334 1.743023 1.507283 0.689667 0.111588 1.593190 0.671881 1.556241 0.382037 0.203962 1.629090 0.350516 0.770361 0.819634 -0.030764 0.153087 1.227089 
314 2.697321 1.061576 2.627417 0.600743 1.164337 1.743026 1.507284 0.689668 0.111589 1.593191 0.671883 1.556242 0.382038 0.203963 1.629090 0.350518 0.770363 0.819636 -0.030764 0.153088 1.227089 
315 2.697323 1.061579 2.627420 0.600746 1.164340 1.743029 1.507286 0.689670 0.111591 1.593192 0.671885 1.556244 0.382040 0.203964 1.629091 0.350519 0.770364 0.819637 -0.030763 0.153089 1.227090 
316 2.697326 1.061582 2.627423 0.600748 1.164343 1.743032 1.507287 0.689671 0.111592 1.593192 0.671886 1.556246 0.382041 0.203964 1.629092 0.350521 0.770366 0.819638 -0.030762 0.153089 1.227091 
317 2.697328 1.061584 2.627426 0.600751 1.164346 1.743034 1.507288 0.689672 0.111593 1.593193 0.671887 1.556247 0.382043 0.203965 1.629093 0.350522 0.770367 0.819640 -0.030762 0.153090 1.227091 
318 2.697330 1.061586 2.627429 0.600753 1.164348 1.743037 1.507290 0.689674 0.111594 1.593193 0.671889 1.556249 0.382044 0.203965 1.629093 0.350523 0.770369 0.819641 -0.030761 0.153091 1.227092 
319 2.697332 1.061589 2.627431 0.600755 1.164351 1.743039 1.507291 0.689675 0.111596 1.593194 0.671890 1.556250 0.382046 0.203966 1.629094 0.350524 0.770370 0.819642 -0.030760 0.153091 1.227092 
320 2.697334 1.061591 2.627434 0.600757 1.164353 1.743042 1.507292 0.689677 0.111597 1.593194 0.671892 1.556252 0.382047 0.203967 1.629095 0.350526 0.770372 0.819644 -0.030760 0.153092 1.227093 
321 2.697336 1.061593 2.627437 0.600760 1.164356 1.743044 1.507293 0.689678 0.111598 1.593195 0.671893 1.556253 0.382049 0.203967 1.629095 0.350527 0.770373 0.819645 -0.030759 0.153093 1.227094 
322 2.697338 1.061596 2.627439 0.600762 1.164358 1.743046 1.507294 0.689679 0.111599 1.593195 0.671894 1.556255 0.382050 0.203968 1.629096 0.350528 0.770374 0.819646 -0.030759 0.153093 1.227094 
323 2.697340 1.061598 2.627441 0.600764 1.164361 1.743049 1.507295 0.689680 0.111600 1.593196 0.671895 1.556256 0.382051 0.203968 1.629097 0.350529 0.770376 0.819647 -0.030758 0.153094 1.227095 
324 2.697342 1.061600 2.627444 0.600766 1.164363 1.743051 1.507296 0.689682 0.111601 1.593196 0.671897 1.556258 0.382052 0.203969 1.629097 0.350530 0.770377 0.819648 -0.030758 0.153094 1.227095 
325 2.697344 1.061602 2.627446 0.600768 1.164365 1.743053 1.507297 0.689683 0.111603 1.593197 0.671898 1.556259 0.382054 0.203970 1.629098 0.350531 0.770378 0.819650 -0.030757 0.153095 1.227096 
326 2.697346 1.061604 2.627448 0.600770 1.164367 1.743055 1.507298 0.689684 0.111604 1.593197 0.671899 1.556260 0.382055 0.203970 1.629098 0.350532 0.770379 0.819651 -0.030757 0.153095 1.227096 
327 2.697347 1.061606 2.627450 0.600772 1.164369 1.743057 1.507299 0.689685 0.111605 1.593198 0.671900 1.556262 0.382056 0.203971 1.629099 0.350533 0.770380 0.819652 -0.030756 0.153096 1.227097 
328 2.697349 1.061608 2.627453 0.600774 1.164372 1.743059 1.507300 0.689686 0.111606 1.593198 0.671901 1.556263 0.382057 0.203971 1.629100 0.350534 0.770382 0.819653 -0.030756 0.153096 1.227097 
329 2.697351 1.061610 2.627455 0.600775 1.164374 1.743061 1.507301 0.689687 0.111607 1.593199 0.671902 1.556264 0.382058 0.203972 1.629100 0.350535 0.770383 0.819654 -0.030755 0.153097 1.227098 
330 2.697352 1.061611 2.627457 0.600777 1.164376 1.743063 1.507302 0.689688 0.111608 1.593199 0.671903 1.556265 0.382059 0.203972 1.629101 0.350536 0.770384 0.819655 -0.030755 0.153097 1.227098 
331 2.697354 1.061613 2.627459 0.600779 1.164377 1.743065 1.507303 0.689689 0.111608 1.593199 0.671904 1.556266 0.382060 0.203972 1.629101 0.350537 0.770385 0.819656 -0.030755 0.153098 1.227099 
332 2.697355 1.061615 2.627461 0.600781 1.164379 1.743067 1.507304 0.689690 0.111609 1.593200 0.671905 1.556268 0.382061 0.203973 1.629102 0.350538 0.770386 0.819657 -0.030754 0.153098 1.227099 
333 2.697357 1.061616 2.627462 0.600782 1.164381 1.743069 1.507305 0.689691 0.111610 1.593200 0.671906 1.556269 0.382062 0.203973 1.629102 0.350539 0.770387 0.819658 -0.030754 0.153099 1.227099 
334 2.697358 1.061618 2.627464 0.600784 1.164383 1.743070 1.507305 0.689692 0.111611 1.593201 0.671907 1.556270 0.382063 0.203974 1.629103 0.350540 0.770388 0.819658 -0.030753 0.153099 1.227100 
335 2.697360 1.061620 2.627466 0.600785 1.164385 1.743072 1.507306 0.689693 0.111612 1.593201 0.671908 1.556271 0.382064 0.203974 1.629103 0.350540 0.770389 0.819659 -0.030753 0.153100 1.227100 
336 2.697361 1.061621 2.627468 0.600787 1.164386 1.743074 1.507307 0.689694 0.111613 1.593201 0.671909 1.556272 0.382065 0.203975 1.629104 0.350541 0.770390 0.819660 -0.030753 0.153100 1.227101 
337 2.697362 1.061623 2.627469 0.600788 1.164388 1.743075 1.507308 0.689695 0.111614 1.593202 0.671910 1.556273 0.382066 0.203975 1.629104 0.350542 0.770391 0.819661 -0.030752 0.153101 1.227101 
338 2.697364 1.061624 2.627471 0.600790 1.164390 1.743077 1.507309 0.689696 0.111614 1.593202 0.671911 1.556274 0.382067 0.203975 1.629104 0.350543 0.770391 0.819662 -0.030752 0.153101 1.227101 
339 2.697365 1.061626 2.627473 0.600791 1.164391 1.743079 1.507309 0.689696 0.111615 1.593202 0.671912 1.556275 0.382068 0.203976 1.629105 0.350544 0.770392 0.819663 -0.030752 0.153101 1.227102 
340 2.697366 1.061627 2.627474 0.600793 1.164393 1.743080 1.507310 0.689697 0.111616 1.593203 0.671912 1.556276 0.382069 0.203976 1.629105 0.350544 0.770393 0.819663 -0.030751 0.153102 1.227102 
341 2.697368 1.061629 2.627476 0.600794 1.164394 1.743082 1.507311 0.689698 0.111617 1.593203 0.671913 1.556277 0.382070 0.203977 1.629106 0.350545 0.770394 0.819664 -0.030751 0.153102 1.227103 
342 2.697369 1.061630 2.627477 0.600795 1.164396 1.743083 1.507311 0.689699 0.111617 1.593203 0.671914 1.556278 0.382070 0.203977 1.629106 0.350546 0.770395 0.819665 -0.030750 0.153103 1.227103 
343 2.697370 1.061631 2.627479 0.600797 1.164397 1.743084 1.507312 0.689699 0.111618 1.593204 0.671915 1.556278 0.382071 0.203977 1.629106 0.350546 0.770395 0.819666 -0.030750 0.153103 1.227103 
344 2.697371 1.061632 2.627480 0.600798 1.164399 1.743086 1.507313 0.689700 0.111619 1.593204 0.671915 1.556279 0.382072 0.203978 1.629107 0.350547 0.770396 0.819666 -0.030750 0.153103 1.227104 
345 2.697372 1.061634 2.627482 0.600799 1.164400 1.743087 1.507313 0.689701 0.111619 1.593204 0.671916 1.556280 0.382073 0.203978 1.629107 0.350548 0.770397 0.819667 -0.030750 0.153104 1.227104 
346 2.697373 1.061635 2.627483 0.600800 1.164401 1.743088 1.507314 0.689702 0.111620 1.593205 0.671917 1.556281 0.382074 0.203978 1.629107 0.350548 0.770398 0.819668 -0.030749 0.153104 1.227104 
347 2.697374 1.061636 2.627484 0.600801 1.164403 1.743090 1.507315 0.689702 0.111621 1.593205 0.671918 1.556282 0.382074 0.203979 1.629108 0.350549 0.770398 0.819668 -0.030749 0.153104 1.227104 
348 2.697375 1.061637 2.627486 0.600802 1.164404 1.743091 1.507315 0.689703 0.111621 1.593205 0.671918 1.556282 0.382075 0.203979 1.629108 0.350550 0.770399 0.819669 -0.030749 0.153105 1.227105 
349 2.697376 1.061638 2.627487 0.600804 1.164405 1.743092 1.507316 0.689704 0.111622 1.593205 0.671919 1.556283 0.382076 0.203979 1.629109 0.350550 0.770400 0.819670 -0.030748 0.153105 1.227105 
350 2.697377 1.061640 2.627488 0.600805 1.164406 1.743093 1.507316 0.689704 0.111622 1.593206 0.671920 1.556284 0.382076 0.203979 1.629109 0.350551 0.770400 0.819670 -0.030748 0.153105 1.227105 
351 2.697378 1.061641 2.627489 0.600806 1.164408 1.743094 1.507317 0.689705 0.111623 1.593206 0.671920 1.556285 0.382077 0.203980 1.629109 0.350551 0.770401 0.819671 -0.030748 0.153105 1.227106 
352 2.697379 1.061642 2.627491 0.600807 1.164409 1.743096 1.507317 0.689705 0.111623 1.593206 0.671921 1.556285 0.382078 0.203980 1.629109 0.350552 0.770402 0.819671 -0.030748 0.153106 1.227106 
353 2.697380 1.061643 2.627492 0.600808 1.164410 1.743097 1.507318 0.689706 0.111624 1.593206 0.671921 1.556286 0.382078 0.203980 1.629110 0.350552 0.770402 0.819672 -0.030747 0.153106 1.227106 
354 2.697381 1.061644 2.627493 0.600809 1.164411 1.743098 1.507318 0.689707 0.111625 1.593207 0.671922 1.556287 0.382079 0.203980 1.629110 0.350553 0.770403 0.819672 -0.030747 0.153106 1.227106 
355 2.697382 1.061645 2.627494 0.600810 1.164412 1.743099 1.507319 0.689707 0.111625 1.593207 0.671923 1.556287 0.382079 0.203981 1.629110 0.350553 0.770404 0.819673 -0.030747 0.153107 1.227107 
356 2.697383 1.061646 2.627495 0.600811 1.164413 1.743100 1.507319 0.689708 0.111626 1.593207 0.671923 1.556288 0.382080 0.203981 1.629111 0.350554 0.770404 0.819674 -0.030747 0.153107 1.227107 
357 2.697384 1.061647 2.627496 0.600812 1.164414 1.743101 1.507320 0.689708 0.111626 1.593207 0.671924 1.556289 0.382080 0.203981 1.629111 0.350554 0.770405 0.819674 -0.030746 0.153107 1.227107 
358 2.697384 1.061647 2.627497 0.600812 1.164415 1.743102 1.507320 0.689709 0.111627 1.593207 0.671924 1.556289 0.382081 0.203981 1.629111 0.350555 0.770405 0.819675 -0.030746 0.153107 1.227107 
359 2.697385 1.061648 2.627498 0.600813 1.164416 1.743103 1.507321 0.689709 0.111627 1.593208 0.671925 1.556290 0.382082 0.203982 1.629111 0.350555 0.770406 0.819675 -0.030746 0.153108 1.227108 
360 2.697386 1.061649 2.627499 0.600814 1.164417 1.743104 1.507321 0.689710 0.111627 1.593208 0.671925 1.556290 0.382082 0.203982 1.629112 0.350556 0.770406 0.819676 -0.030746 0.153108 1.227108 
361 2.697387 1.061650 2.627500 0.600815 1.164418 1.743104 1.507322 0.689710 0.111628 1.593208 0.671926 1.556291 0.382083 0.203982 1.629112 0.350556 0.770407 0.819676 -0.030746 0.153108 1.227108 
362 2.697387 1.061651 2.627501 0.600816 1.164419 1.743105 1.507322 0.689711 0.111628 1.593208 0.671926 1.556291 0.382083 0.203982 1.629112 0.350557 0.770407 0.819676 -0.030745 0.153108 1.227108 
363 2.697388 1.061652 2.627502 0.600817 1.164420 1.743106 1.507322 0.689711 0.111629 1.593208 0.671927 1.556292 0.382084 0.203983 1.629112 0.350557 0.770408 0.819677 -0.030745 0.153108 1.227108 
364 2.697389 1.061652 2.627503 0.600817 1.164421 1.743107 1.507323 0.689712 0.111629 1.593209 0.671927 1.556292 0.382084 0.203983 1.629113 0.350558 0.770408 0.819677 -0.030745 0.153109 1.227109 
365 2.697389 1.061653 2.627503 0.600818 1.164422 1.743108 1.507323 0.689712 0.111630 1.593209 0.671927 1.556293 0.382084 0.203983 1.629113 0.350558 0.770409 0.819678 -0.030745 0.153109 1.227109 
366 2.697390 1.061654 2.627504 0.600819 1.164422 1.743109 1.507323 0.689713 0.111630 1.593209 0.671928 1.556293 0.382085 0.203983 1.629113 0.350558 0.770409 0.819678 -0.030745 0.153109 1.227109 
367 2.697391 1.061655 2.627505 0.600819 1.164423 1.743109 1.507324 0.689713 0.111630 1.593209 0.671928 1.556294 0.382085 0.203983 1.629113 0.350559 0.770409 0.819679 -0.030744 0.153109 1.227109 
368 2.697391 1.061655 2.627506 0.600820 1.164424 1.743110 1.507324 0.689713 0.111631 1.593209 0.671929 1.556294 0.382086 0.203984 1.629113 0.350559 0.770410 0.819679 -0.030744 0.153110 1.227109 
369 2.697392 1.061656 2.627507 0.600821 1.164425 1.743111 1.507325 0.689714 0.111631 1.593209 0.671929 1.556295 0.382086 0.203984 1.629114 0.350559 0.770410 0.819679 -0.030744 0.153110 1.227110 
370 2.697393 1.061657 2.627507 0.600821 1.164425 1.743112 1.507325 0.689714 0.111631 1.593210 0.671930 1.556295 0.382087 0.203984 1.629114 0.350560 0.770411 0.819680 -0.030744 0.153110 1.227110 
371 2.697393 1.061657 2.627508 0.600822 1.164426 1.743112 1.507325 0.689715 0.111632 1.593210 0.671930 1.556296 0.382087 0.203984 1.629114 0.350560 0.770411 0.819680 -0.030744 0.153110 1.227110 
372 2.697394 1.061658 2.627509 0.600823 1.164427 1.743113 1.507326 0.689715 0.111632 1.593210 0.671930 1.556296 0.382087 0.203984 1.629114 0.350560 0.770411 0.819680 -0.030744 0.153110 1.227110 
373 2.697394 1.061659 2.627510 0.600823 1.164428 1.743114 1.507326 0.689715 0.111632 1.593210 0.671931 1.556297 0.382088 0.203984 1.629114 0.350561 0.770412 0.819681 -0.030743 0.153110 1.227110 
374 2.697395 1.061659 2.627510 0.600824 1.164428 1.743114 1.507326 0.689716 0.111633 1.593210 0.671931 1.556297 0.382088 0.203985 1.629115 0.350561 0.770412 0.819681 -0.030743 0.153111 1.227110 
375 2.697395 1.061660 2.627511 0.600825 1.164429 1.743115 1.507326 0.689716 0.111633 1.593210 0.671931 1.556297 0.382088 0.203985 1.629115 0.350561 0.770413 0.819681 -0.030743 0.153111 1.227111 
376 2.697396 1.061660 2.627512 0.600825 1.164430 1.743116 1.507327 0.689716 0.111633 1.593211 0.671932 1.556298 0.382089 0.203985 1.629115 0.350562 0.770413 0.819682 -0.030743 0.153111 1.227111 
377 2.697396 1.061661 2.627512 0.600826 1.164430 1.743116 1.507327 0.689717 0.111634 1.593211 0.671932 1.556298 0.382089 0.203985 1.629115 0.350562 0.770413 0.819682 -0.030743 0.153111 1.227111 
